Date,Year,Type,Country,Source
13-Aug,2006,Unprovoked,south africa,p. immerz
Unknown,2006,Unprovoked,usa,"c. creswell, gsaf"
Unknown,2006,Unprovoked,reunion,"clicanoo, 8/29/2006"
31-Jul,2006,Provoked,usa,"cincinatti news, 7/31/2006"
31-Jul,2006,Unprovoked,usa,"r. collier, gsaf"
29-Jul,2006,Invalid,usa,"r. colier, gsaf"
29-Jul,2006,Unprovoked,usa,wftv.com
28-Jul,2006,Unprovoked,south africa,"cape argus, 7/29/2006"
25-Jul,2006,Unprovoked,usa,"s. petersohn, gsaf"
23-Jul,2006,Unprovoked,usa,khou.com
Unknown,2006,Invalid,australia,"the torres news, 7/17/2006"
17-Jul,2006,Unprovoked,usa,"c. creswell, gsaf"
13-Jul,2006,Invalid,spain,c. johansson
12-Jul,2006,Unprovoked,usa,"c. creswell, gsaf"
10-Jul,2006,Unprovoked,brazil,"qualittas; f. hazin; n. souza; folho de pernambuco, 7/12/2006"
09-Jul,2006,Unprovoked,usa,"s. petersohn, gsaf"
09-Jul,2006,Unprovoked,usa,"orlando sentinel, 7/9/2006"
08-Jul,2006,Unprovoked,usa,"c. creswell, gsaf"
08-Jul,2006,Unprovoked,usa,orlando sentinel
Unknown,2006,Unprovoked,usa,"swimming world magazine, 2 july 2006"
Unknown,2006,Unprovoked,usa,"swimming world magazine, 2 july 2006"
27-Jun,2006,Unprovoked,usa,p. immerz
26-Jun,2006,Provoked,usa,"news press, 6/27/2006"
24-Jun,2006,Unprovoked,bahamas,"a. brenneka; nassau guardian, 6/30/2006"
20-Jun,2006,Unprovoked,usa,"s. petersohn, gsaf; p. immerz"
18-Jun,2006,Unprovoked,brazil,globalsurfnews.com
17-Jun,2006,Unprovoked,usa,r. collier
15-Jun,2006,Unprovoked,usa,"s. petersohn, gsaf"
07-Jun,2006,Unprovoked,usa,"c. creswell, gsaf; islandpacket.com, 6/7/2006"
05-Jun,2006,Unprovoked,australia,"p.kemp, gsaf; sunday mail (adelaide), 6/11/2006, p.17"
31-May,2006,Unprovoked,usa,"p. immerz; honolulu advertiser, 6/1/2006"
28-May,2006,Provoked,usa,"honolulu advertiser, 5/29/2006"
27-May,2006,Unprovoked,usa,r. collier
24-May,2006,Provoked,usa,"maui news, 5/26/2006"
21-May,2006,Unprovoked,brazil,"avisa nordland, 5/22/2006"
19-May,2006,Unprovoked,usa,r. segal
05-May,2006,Unprovoked,usa,"florida today, 5/10/2006"
04-May,2006,Unprovoked,usa,"tcpalm.com, 5/4/2006"
02-May,2006,Provoked,australia,"sunshine coast daily, 5/4/2006"
Unknown,2006,Invalid,usa,"krt wire, 4/24/2006"
21-Apr,2006,Unprovoked,usa,local 6 news
19-Apr,2006,Unprovoked,usa,"orlando sentinel, 4/20/2006; yahoo news;  s. petersohn"
13-Apr,2006,Provoked,usa,"naples news, 4/13/2006"
11-Apr,2006,Unprovoked,australia,"daily telegraph, 4/12/2006"
09-Apr,2006,Unprovoked,south africa,j. visser
09-Apr,2006,Unprovoked,brazil,"diario de pernambuco, 4/10/2006"
03-Apr,2006,Unprovoked,usa,cbs broadcasting
Unknown,2006,Unprovoked,sierra leone,reuters
23-Mar,2006,Unprovoked,usa,honolulu advertiser
22-Mar,2006,Invalid,south africa,"cape times, 3/24/2006, p.3"
18-Mar,2006,Unprovoked,fiji,"r.d. weeks, gsaf; fiji sun, 3/19/2006"
15-Mar,2006,Unprovoked,australia,"the australian, 3/15/2006"
27-Feb,2006,Unprovoked,usa,"g.t. kubota, star bulletin, 2/28/2006"
23-Feb,2006,Invalid,usa,http://www.kesq.com
13-Feb,2006,Unprovoked,australia,"g. stolz, courier-mail, 2/14/2006"
12-Feb,2006,Unprovoked,australia,"g. stolz, courier-mail, 2/14/2006"
12-Feb,2006,Watercraft,australia,port adelaide football club
08-Feb,2006,Unprovoked,south africa,"m. kabeli, dispatch online.com; g. brett & k. cole, el museum"
01-Feb,2006,Unprovoked,tonga,d. clem; www.matangitonga.to
01-Feb,2006,Watercraft,usa,"r. collier, gsaf; honolulu advertiser, 2/1/2006"
Unknown,2006,Watercraft,atlantic ocean,"n. bevan, icwales.icnetwork.co.uk, 1/28/2006"
25-Jan,2006,Unprovoked,south africa,"geremy cliff, nsb"
23-Jan,2006,Watercraft,atlantic ocean,"northants news, 1/25/2006"
18-Jan,2006,Unprovoked,usa,r. collier
15-Jan,2006,Unprovoked,australia,"t. peake, gsaf"
11-Jan,2006,Invalid,bahamas,"bahama journal, 1/13/2006"
07-Jan,2006,Unprovoked,australia,"t. peake, gsaf"
04-Jan,2006,Unprovoked,usa,"a. neal, scripps.com"
01-Jan,2006,Unprovoked,south africa,"j.p. botha, gsaf"
24-Dec,2005,Unprovoked,usa,"r. collier, gsaf; l.a. times, 12/25/2005"
21-Dec,2005,Unprovoked,usa,san francisco gate 2/21/2005
20-Dec,2005,Watercraft,atlantic ocean,"r.d. weeks, gsaf; nz herald, 12/21/2005"
11-Dec,2005,Unprovoked,australia,"courier-mail, 12/12/2005"
Unknown,2005,Watercraft,australia,"melbourne herald sun, 12/5/2005"
Unknown,2005,Unprovoked,usa,wpmi.com
27-Nov,2005,Unprovoked,usa,"s. petersohn, gsaf"
25-Nov,2005,Watercraft,australia,"sunday mail (qld), 11/27/2005, p.30"
25-Nov,2005,Unprovoked,australia,"sydney morning herald, 11/25/2005"
25-Nov,2005,Unprovoked,south africa,dispatch online
24-Nov,2005,Unprovoked,new caledonia,"les nouvelles caledoniennes, 11/29/2005"
21-Nov,2005,Unprovoked,usa,stuart news
20-Nov,2005,Unprovoked,usa,"s. petersohn, gsaf"
Unknown,2005,Watercraft,new caledonia,"le quotidien, 11/16/2005, p.62"
15-Nov,2005,Provoked,south africa,j. visser
12-Nov,2005,Unprovoked,usa,"s. petersohn, gsaf"
02-Nov,2005,Unprovoked,usa,"r. collier, gsaf"
02-Nov,2005,Unprovoked,usa,"r. collier, gsaf"
29-Oct,2005,Unprovoked,usa,"sentinel, 1-/30/2005"
25-Oct,2005,Unprovoked,st. maartin,"m. levine, gsaf"
22-Oct,2005,Unprovoked,south africa,cape times
21-Oct,2005,Unprovoked,usa,"r. collier, gsaf"
19-Oct,2005,Unprovoked,usa,"r. collier, gsaf; bay city newswire"
15-Oct,2005,Provoked,usa,"s. petersohn, gsaf; florida today, 10/16/2005"
13-Oct,2005,Unprovoked,usa,hawaii department of land and natural resources
11-Oct,2005,Unprovoked,grand cayman,"l.a.hughes; g. holt, scubaradio.com"
06-Oct,2005,Unprovoked,usa,"s. petersohn, gsaf"
03-Oct,2005,Unprovoked,bahamas,"e. ritter, gsaf; a. armbrister, freeport news, 10/3/2005"
01-Oct,2005,Unprovoked,south africa,"cape argus, cape times, 10/3/2005"
Unknown,2005,Unprovoked,australia,"macleay argues, 9/27/2005"
24-Sep,2005,Unprovoked,australia,"t. peake, gsaf"
23-Sep,2005,Unprovoked,australia,"t. peake, gsaf"
22-Sep,2005,Invalid,usa,"a. galabinski, marco island sun times, 9/22/2005"
20-Sep,2005,Unprovoked,usa,"c. creswell, gsaf; k. galliard,  sun news, 9/21/2005"
11-Sep,2005,Unprovoked,usa,"post & courier, 9/12/2005"
07-Sep,2005,Unprovoked,australia,"sydney morning herald, 9/9/2005"
05-Sep,2005,Unprovoked,usa,"clay creswell, gsaf"
04-Sep,2005,Unprovoked,australia,"c.jenkin, courier-mail, 9/5/2005"
02-Sep,2005,Unprovoked,usa,"s. petersohn, gsaf"
02-Sep,2005,Provoked,thailand,"africa online, citing the bangkok post"
24-Aug,2005,Unprovoked,australia,"adelaide advertiser, 8/26/2005"
24-Aug,2005,Unprovoked,usa,"r. collier, gsaf"
22-Aug,2005,Invalid,usa,"clay creswell, gsaf"
21-Aug,2005,Unprovoked,usa,"clay creswell, gsaf"
19-Aug,2005,Unprovoked,usa,"clay creswell, gsaf; houston chronicle, 8/20/2005"
14-Aug,2005,Invalid,south africa,"j. eager, scubaradio.com; cape times, 8/15/2005"
12-Aug,2005,Unprovoked,usa,"c. creswell, gsaf"
06-Aug,2005,Unprovoked,usa,"c. creswell, gsaf"
01-Aug,2005,Invalid,seychelles,d. rowat
27-Jul,2005,Unprovoked,usa,"d. salamone, gsaf"
23-Jul,2005,Unprovoked,usa,"d. salamone, gsaf"
22-Jul,2005,Invalid,usa,"d. salamone, gsaf"
17-Jul,2005,Invalid,liberia,"r.d. weeks, gsaf"
17-Jul,2005,Provoked,china,"shanghai star, 7/21/2005"
Unknown,2005,Invalid,australia,"sunday mail, 15/7/2005"
15-Jul,2005,Unprovoked,usa,"c. creswell, gsaf"
13-Jul,2005,Unprovoked,usa,"c. creswell, gsaf"
01-Jul,2005,Unprovoked,usa,"e. ritter, gsaf"
27-Jun,2005,Unprovoked,usa,"e. ritter, gsaf"
25-Jun,2005,Unprovoked,usa,"e. ritter, gsaf"
22-Jun,2005,Unprovoked,vanuatu,"r.d. weeks, gsaf; new zealand herald, 6/23/2005"
20-Jun,2005,Unprovoked,mexico,http://www.signonsandiego.com/news/mexico/20050622-1621-mexico-sharkattack.html
18-Jun,2005,Invalid,usa,www.mauinews.com
16-Jun,2005,Unprovoked,usa,local6.com
13-Jun,2005,Unprovoked,south korea,"korea times, 6/13/2005"
07-Jun,2005,Unprovoked,usa,"c. creswell, gsaf;  n. kenney, newschannel 19"
05-Jun,2005,Invalid,usa,"mr. horton; r. collier,  r. fernicola; m. levine, e. ritter, gsaf"
04-Jun,2005,Unprovoked,south africa,news24.com; sabc; h. steele
02-Jun,2005,Unprovoked,usa,kris6 news
28-May,2005,Unprovoked,usa,"daytona beach news journal, 5/29/2005; orlando sentinel, 5/30/2005, p.b3"
27-May,2005,Unprovoked,usa,"d.wilhoit, the ledger, 5/29/ 2005"
25-May,2005,Unprovoked,south africa,"c. prince, east london daily dispatch, 5/26/2005;  sabc news"
15-May,2005,Unprovoked,australia,"j. anderson, townsville bulletin, 5/21/2005"
14-May,2005,Watercraft,usa,hawaii department of land and natural resources
03-May,2005,Unprovoked,madagascar,"clicanoo, 5/6/2005, 5/7/2005"
02-May,2005,Sea Disaster,usa,"gaffney ledger, 5/2/2005"
02-May,2005,Unprovoked,usa,"t. hurley, honolulu advertiser; l. fujimoto, maui news, 5/3/2005"
25-Apr,2005,Provoked,australia,"brisbane courier mail, 4/26/2005"
17-Apr,2005,Unprovoked,australia,"illawarra mercury, 4/17/2005"
16-Apr,2005,Unprovoked,australia,"g. mclean, northern territory news; sunday territorian, 4/17/2005, p.6"
16-Apr,2005,Unprovoked,australia,the sun; illwarra mercury; yahoo news
13-Apr,2005,Unprovoked,usa,herald tribune.com
09-Apr,2005,Invalid,usa,"wtsp tampabays10.com; first coast news, april 10, 2005"
07-Apr,2005,Unprovoked,usa,"g. ferrario; j. mendoza, cameron county parks; the herald (brownsville),  4/11/2005"
06-Apr,2005,Unprovoked,usa,wjxt news4jax.com
06-Apr,2005,Invalid,honduras,"j. engel, sri & s. fox, deep blue"
28-Mar,2005,Unprovoked,south africa,"itn, 3/30/2005"
Unknown,2005,Unprovoked,australia,"sunday age, 3/27/2005"
25-Mar,2005,Unprovoked,venezuela,"a. brenneka, gsaf"
19-Mar,2005,Unprovoked,australia,"t. peake, gsaf"
12-Mar,2005,Provoked,usa,"h. casman; t. dukart, kobtv"
10-Mar,2005,Invalid,south africa,"j. govander, nokia sea rescue, sapa"
09-Mar,2005,Provoked,new zealand,"r.d. weeks, gsaf"
05-Mar,2005,Unprovoked,solomon islands,"solomon star, 3/9/2005"
26-Feb,2005,Unprovoked,australia,queensland times
22-Feb,2005,Provoked,usa,http://www.foldabikes.com/currentevents/story/florida.html
16-Feb,2005,Unprovoked,usa,"r. collier, gsaf;  t. winters, honolulu advertiser, 2/17/2005"
13-Feb,2005,Unprovoked,usa,j. herrera
04-Feb,2005,Unprovoked,brazil,"orlando sentinel, 2/5/2005, p.a6"
20-Jan,2005,Unprovoked,cuba,cuba news
19-Jan,2005,Provoked,australia,herald sun news
14-Jan,2005,Provoked,australia,herald sun news
08-Jan,2005,Watercraft,new zealand,"r. collier & r.d. weeks, gsaf"
26-Dec,2004,Invalid,sri lanka,"r.d. weeks, gsaf"
16-Dec,2004,Unprovoked,australia,"p. kemp & t. peake, gsaf"
11-Dec,2004,Unprovoked,australia,"weekend australian, 2/17/2005, et al."
27-Nov,2004,Unprovoked,south africa,j. eager
26-Nov,2004,Unprovoked,south africa,j. eager
15-Nov,2004,Unprovoked,south africa,"j.p. botha, gsaf"
11-Nov,2004,Unprovoked,usa,"r. collier, gsaf"
11-Nov,2004,Unprovoked,vanuatu,"r. harris, m.d., t. peake, gsaf"
Unknown,2004,Unprovoked,new caledonia,"les nouvelles caledoniennes, 11/19/2004"
31-Oct,2004,Unprovoked,cuba,"e. ritter, gsaf"
30-Oct,2004,Invalid,new zealand,"new zealand herald, 11/24/2004/15/2004"
30-Oct,2004,Unprovoked,south africa,"j.p. botha, gsaf"
21-Oct,2004,Unprovoked,australia,"the border mail, 10/23/2004"
10-Oct,2004,Unprovoked,usa,"r. collier, gsaf"
09-Oct,2004,Unprovoked,usa,"the maui news, 10/10/2004"
09-Oct,2004,Unprovoked,south africa,"sunday argus, 10/10/2004; w. steenkamp, cape times 10/9/2004"
06-Oct,2004,Unprovoked,reunion,federation francaise de surf
02-Oct,2004,Unprovoked,usa,"r. collier, gsaf"
01-Oct,2004,Unprovoked,usa,"r. collier, gsaf"
25-Sep,2004,Watercraft,australia,"r. collier, gsaf"
20-Sep,2004,Unprovoked,usa,"s. mead, r. collier, j. eager, b. middleton"
10-Sep,2004,Invalid,usa,m. shields
08-Sep,2004,Unprovoked,brazil,jconline
04-Sep,2004,Unprovoked,usa,"c. creswell, gsaf"
29-Aug,2004,Unprovoked,usa,"t. jerome, gsaf; daytona beach news journal, 8/31/2004"
21-Aug,2004,Unprovoked,brazil,"p. m. lopes, gsaf, 8/22/2004"
20-Aug,2004,Unprovoked,usa,"r. collier, gsaf"
15-Aug,2004,Unprovoked,usa,"r. collier & l. levine, gsaf"
06-Aug,2004,Unprovoked,usa,"t. jerome, gsaf"
03-Aug,2004,Unprovoked,australia,"t. peake, gsaf"
Unknown,2004,Watercraft,south africa,"j. eager, scubaradio.com"
31-Jul,2004,Unprovoked,usa,"c. creswell, gsaf"
30-Jul,2004,Unprovoked,russia,"m. gozum & j. eager, scubaradio.com"
28-Jul,2004,Unprovoked,usa,"c.delneo, c. creswell, m. levine, r. collier, gsaf"
27-Jul,2004,Unprovoked,usa,"c. creswell, gsaf"
27-Jul,2004,Unprovoked,usa,ketk56 news
25-Jul,2004,Unprovoked,usa,kristv.com
Unknown,2004,Watercraft,australia,"channel 9; northern territory news, 7/20/2004, p.10"
15-Jul,2004,Unprovoked,japan,"mainichi shimbun, 7/17/2004"
10-Jul,2004,Unprovoked,australia,"t. peake, gsaf"
02-Jul,2004,Unprovoked,egypt,"e. ritter, gsaf; iwindsurf.co.uk"
02-Jul,2004,Unprovoked,usa,"c. creswell, gsaf"
26-Jun,2004,Unprovoked,usa,r. collier; gsaf
26-Jun,2004,Invalid,australia,"t. peake, gsaf; sunday times (perth)  6/27/2004, p.11"
14-Jun,2004,Unprovoked,usa,global lifeguards
10-Jun,2004,Unprovoked,australia,"t. peake, gsaf"
10-Jun,2004,Unprovoked,usa,"t. jerome, gsaf; daytona beach news journal,, 6/11/2004, p.1c"
02-Jun,2004,Unprovoked,south africa,"j. smetherham & b. ndenze, cape times"
29-May,2004,Unprovoked,usa,j. david
23-May,2004,Unprovoked,brazil,"p. m. lopes, gsaf; jc, 5/24/2004"
28-May,2004,Unprovoked,usa,"r. collier, gsaf; b. connor, jr."
23-May,2004,Unprovoked,usa,news4jax
22-May,2004,Invalid,usa,"t. jerome, gsaf"
22-May,2004,Unprovoked,usa,first coast news
22-May,2004,Unprovoked,brazil,"p.m. lopes, gsaf, jc, 5/23/2004"
18-May,2004,Provoked,bahamas,"w. leander, m. levine, gsaf"
04-May,2004,Unprovoked,usa,g. gore & m. sturdevant
01-May,2004,Unprovoked,brazil,"jconline, 5/2/2004"
26-Apr,2004,Unprovoked,australia,"t. peake, gsaf"
22-Apr,2004,Watercraft,new zealand,"t. peake, gsaf"
13-Apr,2004,Unprovoked,tonga,"new zealand herald, 4/15/2004"
13-Apr,2004,Invalid,tonga,"new zealand herald, 4/15/2004"
07-Apr,2004,Unprovoked,usa,"l. fujimoto, b. perry & m. tanji, maui news"
05-Apr,2004,Unprovoked,south africa,"l. compagno & e. ritter, gsaf"
04-Apr,2004,Invalid,usa,"r. antone, honolulu star bulletin"
31-Mar,2004,Unprovoked,usa,"d. davies, palm beach post, 6/3/2004"
31-Mar,2004,Unprovoked,usa,"t. jerome, gsaf; palm beach post,  4/1/2004"
29-Mar,2004,Unprovoked,brazil,"p.m. lopes, gsaf; diaro, 3/30/2004"
28-Mar,2004,Unprovoked,usa,"j.d. gallop, florida today"
27-Mar,2004,Unprovoked,reunion,"clicanoo, le journal  de l'ile de la réunion"
27-Mar,2004,Unprovoked,usa,"t. jerome, gsaf"
14-Mar,2004,Unprovoked,usa,hawaii department of land and natural resources
22-Mar,2004,Unprovoked,new zealand,j. edgar
16-Mar,2004,Unprovoked,usa,the hawaii channel
06-Mar,2004,Unprovoked,australia,"t. peake, gsaf; sunday times (perth) 3/7/2004, p.19"
29 Feb,2004,Unprovoked,brazil,"p. m. lopez, gsaf; northern territory news, 3/2/2004, p.11"
26-Feb,2004,Unprovoked,new zealand,"r.d. weeks, gsaf; nz herald"
21-Feb,2004,Unprovoked,australia,manning river times
16-Feb,2004,Invalid,australia,"news.com.au; northern territory news, 2/18/2004, p.10; sunday territorian, 2/22/2004, p.9;"
14-Feb,2004,Unprovoked,egypt,divernet.com
11-Feb,2004,Unprovoked,australia,"t. peake, gsaf"
25-Jan,2004,Unprovoked,australia,"t. peake, gsaf"
23-Jan,2004,Unprovoked,uruguay,c.m. prigioni el al
22-Jan,2004,Invalid,new zealand,the northlands
21-Jan,2004,Unprovoked,venezuela,"d. ramierez, gsaf"
21-Jan,2004,Unprovoked,venezuela,"d. ramierez, gsaf"
Unknown,2004,Watercraft,south africa,surfski.co.nz
12-Jan,2004,Unprovoked,australia,"t. peake, gsaf"
07-Jan,2004,Unprovoked,south africa,"a. cobb & e. ritter, gsaf"
03-Jan,2004,Invalid,new zealand,"r.d. weeks, gsaf; waikto times, 1/4/2004"
03-Jan,2004,Sea Disaster,egypt,"scotsman, 1/4/2004"
Unknown,2004,Unprovoked,australia,j. carlsen
31-Dec,2003,Watercraft,south africa,natal sharks board
26-Dec,2003,Invalid,usa,"the times (london), 12/27/2003, p.4"
13-Dec,2003,Unprovoked,usa,"florida today (melbourne), 12/14/2003"
13-Dec,2003,Unprovoked,new zealand,r. weeks; cook islands government news release
08-Dec,2003,Unprovoked,australia,"j. eager, scubaradio.com"
30-Nov,2003,Unprovoked,australia,"j. eager, scubaradio.com"
30-Nov,2003,Unprovoked,australia,"j. eager, scubaradio.com"
27-Nov,2003,Unprovoked,south africa,"e. ritter, gsaf"
22-Nov,2003,Unprovoked,usa,t. trumbauer
12-Nov,2003,Unprovoked,india,"p.c.v. kumar; a. patil, gsaf"
12-Nov,2003,Unprovoked,usa,"s. petersohn, gsaf"
06-Nov,2003,Unprovoked,egypt,n. pankratov
06-Nov,2003,Unprovoked,south africa,natal sharks board
01-Nov,2003,Unprovoked,australia,"the sun; 11/2/2003, p.9"
Unknown,2003,Provoked,panama,"j. eager, scubaradio.com"
31-Oct,2003,Unprovoked,usa,"d. dixon, florida times-union, 11/8/2003"
31-Oct,2003,Unprovoked,australia,abc news australia
31-Oct,2003,Unprovoked,usa,"e. ritter, gsaf"
27-Oct,2003,Unprovoked,usa,"s. petersohn, gsaf"
24-Oct,2003,Invalid,usa,"timothy hurley, advertiser maui county bureau"
14-Oct,2003,Unprovoked,usa,wftv.com
06-Oct,2003,Invalid,usa,"e. pace, fsaf"
05-Oct,2003,Unprovoked,usa,"j. eager, scubaradio.com"
05-Oct,2003,Unprovoked,usa,"vero beach press journal (fl) 10/6/2003;  stuart news, 10/6/2003"
05-Oct,2003,Provoked,usa,"s. petersohn, gsaf"
05-Oct,2003,Unprovoked,usa,"s. petersohn, gsaf; j. eager, scubaradio.com"
05-Oct,2003,Unprovoked,usa,"g. kubota, star bulletin"
29-Sep,2003,Unprovoked,fiji,"r. weeks, gsaf; fiji times, 10/2/2003; fiji tv"
28-Sep,2003,Unprovoked,usa,"7news online;  vero beach press journal, fort pierce tribune, stuart news, 10/1/2003"
21-Sep,2003,Unprovoked,usa,"s. petersohn, gsaf; daytona beach news journal, 9/22/2003, p.1c"
19-Sep,2003,Unprovoked,usa,"s. petersohn, gsaf"
17-Sep,2003,Unprovoked,usa,"s. petersohn, gsaf"
14-Sep,2003,Unprovoked,usa,"s. petersohn, gsaf"
14-Sep,2003,Watercraft,south africa,"e. ritter, gsaf"
14-Sep,2003,Invalid,usa,"fort pierce tribune, 9/15/2003"
13-Sep,2003,Unprovoked,usa,"s. petersohn, gsaf; news journal online; orlando sentinel, 9/15/2003, p.b2; r. weiss, daytona beach news journal, 9/15/2001, p.3c"
13-Sep,2003,Unprovoked,usa,"p. caston, post & courier"
12-Sep,2003,Unprovoked,south africa,"e. ritter, gsaf;      http://www.wavescape.co.za/top_bar/locals_only9.htm"
Unknown,2003,Unprovoked,usa,"b. stout, news-press, 9/24/2003"
29-Aug,2003,Provoked,usa,http://www.dfw.com/mld/startelegram/news/state/6656592.htm?1c
19-Aug,2003,Unprovoked,usa,"r. collier, gsaf"
12-Aug,2003,Invalid,usa,abc news
08-Aug,2003,Unprovoked,south africa,"e. ritter, gsaf  http://sport.iafrica.com/news/261271.htm"
Unknown,2003,Unprovoked,australia,"northern territory news, 7/26/2003, p.1"
20-Jul,2003,Unprovoked,usa,"s. petersohn, gsaf"
15-Jul,2003,Unprovoked,usa,"s. petersohn, gsaf"
10-Jul,2003,Unprovoked,bahamas,"m. levine, gsaf; associated press, 7/12/03"
05-Jul,2003,Provoked,usa,"s. petersohn, gsaf"
05-Jul,2003,Unprovoked,usa,vero beach press journal (fl) 7/9/2003
04-Jul,2003,Unprovoked,bahamas,"associated press, 7/12/03; palm beach post, 7/7/2003"
Unknown,2003,Unprovoked,usa,m. marks
Unknown,2003,Unprovoked,french polynesia,noonsite.com
Unknown,2003,Unprovoked,new zealand,r. & j. zorro; noonsite.com
30-Jun,2003,Unprovoked,usa,"s. petersohn, gsaf"
26-Jun,2003,Unprovoked,usa,local6.com
24-Jun,2003,Unprovoked,brazil,"jconline, 6/23/2012"
24-Jun,2003,Unprovoked,usa,"florida today, 6/26/ 2003; wkmg local 6"
24-Jun,2003,Unprovoked,usa,honolulu advertiser
22-Jun,2003,Unprovoked,usa,"h. edwards, gsaf; the hawaai channel"
19-Jun,2003,Unprovoked,usa,"c. creswell, gsaf"
08-Jun,2003,Unprovoked,usa,"s. petersohn, gsaf"
Unknown,2003,Invalid,usa,j. eager
25-May,2003,Unprovoked,usa,local 6 news
14-May,2003,Unprovoked,usa,"s. petersohn, gsaf; orlando sentinel, 5/16;2003, p.c3"
10-May,2003,Unprovoked,usa,westhawaiitoday.com
07-May,2003,Provoked,usa,"s. petersohn, gsaf; m. i. johnson,  daytona beach news journal. 5/8/2003, p.1c; tampa tribune, 5/8/2003"
03-May,2003,Unprovoked,usa,"s. petersohn, gsaf"
Unknown,2003,Unprovoked,philippines,"d. cervantes, star"
26-Apr,2003,Provoked,brazil,"p.m. lopes, gsaf"
25-Apr,2003,Unprovoked,brazil,web prowire
23-Apr,2003,Unprovoked,brazil,"p. m. lopes, gsaf; n. souza da silva; jc, 4/24/2003"
23-Apr,2003,Unprovoked,brazil,local 6 news
21-Apr,2003,Unprovoked,usa,"local 6 news; st. petersburg times, 4/22/2003; the eagle, 4/24/2003"
21-Apr,2003,Unprovoked,usa,"orlando sentinel, 4/22/2003, b3"
20-Apr,2003,Unprovoked,usa,"orlando sentinel, 4/22/2003, b3"
20-Apr,2003,Unprovoked,usa,"s. petersohn, gsaf; local6.com; daytona beach news-journal . 4/21/2003, p.1c"
20-Apr,2003,Unprovoked,usa,"s. petersohn, gsaf; local 6 news; s. frederick, daytona beach news journal, 4/28/2003, p.1c; orlando sentinel, 4/22/2003, p.b3"
19-Apr,2003,Unprovoked,usa,"s. petersohn, gsaf; s. frederick, daytona beach news journal, 4/21/2003, p.1c; j. waymer, florida today (melbourne), 4/19/2003"
18-Apr,2003,Unprovoked,usa,"local 6 news; tallahassee democrat (fl) 4/19/2003; j. waymer, florida today (melbourne), 4/19/2003"
15-Apr,2003,Unprovoked,usa,"florida today (melbourne), 4/16/2003; orlando sentinel, 4/16/2003, p.b3"
11-Apr,2003,Unprovoked,venezuela,"e. ritter & m. levine, gsaf"
09-Apr,2003,Unprovoked,usa,d. share
04-Apr,2003,Unprovoked,usa,"s. petersohn, gsaf"
10-Mar,2003,Provoked,usa,"florida aquarium; miami herald, 3/13/2002"
27-Feb,2003,Unprovoked,new zealand,"r.d. weeks & mark marks, gsaf; new zealand herald"
15-Feb,2003,Unprovoked,australia,"t. peake, gsaf, surfsouthoz.com, 3/38/2003"
15-Feb,2003,Unprovoked,usa,"j. eager, scubaradio.com"
11-Feb,2003,Unprovoked,australia,"t. peake, gsaf"
08-Feb,2003,Unprovoked,australia,"t. peake, gsaf; sunday territorian, 2/9/2003, p.9"
17-Jan,2003,Invalid,south africa,iol.co.za
03-Jan,2003,Unprovoked,costa rica,a.m. costa rica
02-Jan,2003,Unprovoked,australia,"t. peake, gsaf"
29-Dec,2002,Unprovoked,australia,"t. peake, gsaf; mercury (hobart), 12/30/2002, p.10"
24-Dec,2002,Unprovoked,south africa,iol.co.za
21-Dec,2002,Unprovoked,australia,gc online. note: same diver's swim fin was bitten 3 weeks earlier by a 2 m [6.75'] wobbegong shark
20-Dec,2002,Invalid,australia,"t. peake, gsaf"
16-Dec,2002,Unprovoked,australia,"t. peake, gsaf; northern territory news, 12/20/2002, p.9"
01-Dec,2002,Unprovoked,brazil,o. gadig
